"Date","CodeOffice","TotalAmountPaid","TotalAmountAssessed","TotalPaidWeight","TotalPaidValue","TotalAssessedWeight","TotalAssessedValue","OfficeName"
"2024-01-02",DIFTZ,1770330.0,4356040.0,17309273,2242827160,17252046,2240653760,Djibouti International Free Trade 
"2024-01-02",DJAFR,1679360.0,26195096,2047.76,10427708,4667.76,90373163,Bureau Aéroport Fret
"2024-01-02",DJAKH,36879800,22402702,30679.35,31466000,20212.725,20731000,Bureau Khat
"2024-01-02",DJFRZ,12850900,9766784.0,21174118.285,2108580788,21122389.835,2106672389,Bureau Free Zone
"2024-01-02",DJPRT,33001800,32747099,1379546.89,183868372,1394763.15,177003842,Bureau du Port
"2024-01-03",DIFTZ,5136590.0,5056331.0,13765115.02,1881640527,14157893.42,3000206911,Djibouti International Free Trade 
"2024-01-03",DJAFR,3513030.0,2334431.0,1842.703,12987842,1838.103,7622456.0,Bureau Aéroport Fret
"2024-01-03",DJAKH,26396700,23256972,21938.475,22501000,21155.55,21698000,Bureau Khat
"2024-01-03",DJEXO,7619260.0,7073233.0,1798565.339,609248181,2690253.174,1021491467.308,Bureau Exonérations
"2024-01-03",DJFRZ,11838000,10982815,14846849.941,2054256435,14823811.391,2035795954,Bureau Free Zone
"2024-01-03",DJPRT,20150900,24219350,841057.001,144826324,890061.501,167388463,Bureau du Port
"2024-01-03",DJZEA,2591660.0,28000.0,4700715.18,659992994,4693595.18,641145382,Bureau FZ East Africa Holding
"2024-01-03",DJZFR,3549800.0,3675670.0,48872.0,17887537,55768.0,25876530,Bureau Zone Franche
"2024-01-01",DJAKH,0.0,26472154,0.0,0.0,24494.925,25123000,Bureau Khat
"2024-01-01",DJBAP,138740.0,138740.0,20.0,388000.0,20.0,388000.0,Brigade Aéroport Passager
"2024-01-01",DJTRS,33000.0,10000.0,49676182.069,1624722071,367239.57,10521997,Bureau Transit
"2024-01-02",DIFTZ,1770330.0,4356040.0,17309273,2242827160,17252046,2240653760,Djibouti International Free Trade 
"2024-01-02",DJAFR,1679360.0,26195096,2047.76,10427708,4667.76,90373163,Bureau Aéroport Fret
"2024-01-02",DJAKH,36879800,22402702,30679.35,31466000,20212.725,20731000,Bureau Khat
"2024-01-02",DJBAP,24824.0,24824.0,25.0,117000.0,25.0,117000.0,Brigade Aéroport Passager
"2024-01-02",DJCPT,6000.0,0.0,0.0,0.0,0.0,0.0,
"2024-01-02",DJEXO,343176.0,1207113.0,592915.075,302174438,638591.634,352702263,Bureau Exonérations
"2024-01-02",DJFRZ,12850900,9766784.0,21174118.285,2108580788,21122389.835,2106672389,Bureau Free Zone
"2024-01-02",DJGAR,339934.0,339934.0,70848.0,4048000.0,70848.0,4048000.0,Bureau de la Gare
"2024-01-02",DJPRT,33001800,32747099,1379546.89,183868372,1394763.15,177003842,Bureau du Port
"2024-01-02",DJTRS,84000.0,158000.0,60639641.503,11895633973,8986220.796,13936398077,Bureau Transit
"2024-01-02",DJUKB,29000.0,32000.0,2255962.92,401362573,2472654.12,430967533,Bureau UKAB HOLDING 
"2024-01-02",DJZEA,10000.0,2573662.0,1402479.5,211905056,1409599.5,230752668,Bureau FZ East Africa Holding
"2024-01-02",DJZFR,2000.0,2000.0,6099715.0,1016054804,6099715.0,1016054804,Bureau Zone Franche
"2024-01-03",DIFTZ,5136590.0,5056331.0,13765115.02,1881640527,14157893.42,3000206911,Djibouti International Free Trade 
"2024-01-03",DJAFR,3513030.0,2334431.0,1842.703,12987842,1838.103,7622456.0,Bureau Aéroport Fret
"2024-01-03",DJAKH,26396700,23256972,21938.475,22501000,21155.55,21698000,Bureau Khat
"2024-01-03",DJBAP,13425.0,13425.0,10.0,35000.0,10.0,35000.0,Brigade Aéroport Passager
"2024-01-03",DJCPT,10000.0,0.0,0.0,0.0,0.0,0.0,
"2024-01-03",DJEXO,7619260.0,7073233.0,1798565.339,609248181,2690253.174,1021491467.308,Bureau Exonérations
"2024-01-03",DJFRZ,11838000,10982815,14846849.941,2054256435,14823811.391,2035795954,Bureau Free Zone
"2024-01-03",DJGAR,0.0,159000.0,0.0,0.0,60480.0,1500000.0,Bureau de la Gare
"2024-01-03",DJPRT,20150900,24219350,841057.001,144826324,890061.501,167388463,Bureau du Port
"2024-01-03",DJPTR,2000.0,2000.0,2119014.0,411151542,2119014.0,411151542,Bureau  Hydrocarbures
"2024-01-03",DJREV,1000.0,2000.0,172.18,1393511.0,2972.18,4360800.0,Bureau Révision
"2024-01-03",DJTRS,163000.0,303000.0,12294367.643,2268343894,15862211.377,5448453186,Bureau Transit
"2024-01-03",DJUKB,38000.0,36000.0,6500366.3,1185854741,6283675.1,1156249781,Bureau UKAB HOLDING 
"2024-01-03",DJZEA,2591660.0,28000.0,4700715.18,659992994,4693595.18,641145382,Bureau FZ East Africa Holding
"2024-01-03",DJZFR,3549800.0,3675670.0,48872.0,17887537,55768.0,25876530,Bureau Zone Franche
"2024-01-04",DIFTZ,3927780.0,1394609.0,19754280.159,3830887344,20172949.219,2763388197,Djibouti International Free Trade 
"2024-01-04",DJAFR,1360810.0,9787602.0,3395.86,1444455043,21024.51,1481486213,Bureau Aéroport Fret
"2024-01-04",DJAKH,12990200,29086530,10796.175,11073000,26490.75,27170000,Bureau Khat
"2024-01-04",DJBAP,82559.0,82559.0,52.0,263000.0,52.0,263000.0,Brigade Aéroport Passager
"2024-01-04",DJEXO,1652080.0,2384090.0,2130425.109,1227799817.308,1240974.1,1006828501,Bureau Exonérations
"2024-01-04",DJFRZ,13688300,15807355,13581500.26,1858635105,13563716.793,1859174880,Bureau Free Zone
"2024-01-04",DJGAR,4146130.0,3987130.0,853803.0,49562683,793323.0,48062683,Bureau de la Gare
"2024-01-04",DJPRT,24358600,27878527,2411933.03,883703232,2413325.67,867808686,Bureau du Port
"2024-01-04",DJPTR,0.0,1000.0,0.0,0.0,37792.56,19506624,Bureau  Hydrocarbures
"2024-01-04",DJREV,2000.0,1000.0,37000.0,10967289,34200.0,8000000.0,Bureau Révision
"2024-01-04",DJTRS,141000.0,349000.0,7189156.12,3190665124,20214174.401,8865483869,Bureau Transit
"2024-01-04",DJUKB,37000.0,37000.0,10424297.2,1412005853,10424297.2,1412005853,Bureau UKAB HOLDING 
"2024-01-04",DJZEA,35000.0,36000.0,3799536.44,501085439,3801401.44,520882839,Bureau FZ East Africa Holding
"2024-01-04",DJZFR,1898950.0,2259751.0,1050047.0,190681679,1047354.0,183094633,Bureau Zone Franche
"2024-01-05",DJAKH,0.0,26226013,0.0,0.0,24100.05,24718000,Bureau Khat
"2024-01-05",DJBAP,32878.0,32878.0,120.0,99000.0,120.0,99000.0,Brigade Aéroport Passager
"2024-01-05",DJTRS,58000.0,18000.0,2456369.19,1208695739,2296484.2,419605888,Bureau Transit
"2024-01-06",DIFTZ,33000.0,36000.0,11156970.23,1302125869,11934905.37,1422963235,Djibouti International Free Trade 
"2024-01-06",DJAFR,96796.0,420516.0,179.0,792172.0,773.0,4231120.0,Bureau Aéroport Fret
"2024-01-06",DJAKH,3845760.0,20615385,3193.125,3275000.0,19409.325,19907000,Bureau Khat
"2024-01-06",DJBAP,54000.0,54000.0,60.0,250000.0,60.0,250000.0,Brigade Aéroport Passager
"2024-01-06",DJFRZ,2151050.0,31000.0,10072264.805,1220824490,10826151.272,1328905015,Bureau Free Zone
"2024-01-06",DJPRT,5393280.0,4756913.0,419030.0,111464837,386390.0,102248794,Bureau du Port
"2024-01-06",DJPTR,0.0,54890840,0.0,0.0,1169156.75,193046490,Bureau  Hydrocarbures
"2024-01-06",DJTRS,219000.0,184000.0,12543347.858,4503149208,62030915.112,6891949497,Bureau Transit
"2024-01-06",DJUKB,11000.0,11000.0,2878877.2,233554132,2878877.2,233554132,Bureau UKAB HOLDING 
"2024-01-06",DJZEA,18000.0,17000.0,4014092.72,595832201,4012227.72,576034801,Bureau FZ East Africa Holding
"2024-01-06",DJZFR,3000.0,3000.0,495000.0,105242500,495000.0,105242500,Bureau Zone Franche
"2024-01-07",DIFTZ,2099350.0,1697973.0,11921016.15,1473934799,10749064.5,1349886858,Djibouti International Free Trade 
"2024-01-07",DJAFR,902552.0,1536766.0,2581.23,6161964.0,874.83,5662494.0,Bureau Aéroport Fret
"2024-01-07",DJAKH,33515600,29900013,27822.6,28536000,26939.25,27630000,Bureau Khat
"2024-01-07",DJBAP,40050.0,40050.0,20.0,110000.0,20.0,110000.0,Brigade Aéroport Passager
"2024-01-07",DJEXO,1513050.0,3414741.0,417547.015,734169596,364324.8,718067173,Bureau Exonérations
"2024-01-07",DJFRZ,3224540.0,11394196,6886533.67,1221688161,6807967.67,1213463036,Bureau Free Zone
"2024-01-07",DJGAR,5347400.0,5347400.0,1097235.0,64017183,1097235.0,64017183,Bureau de la Gare
"2024-01-07",DJPRT,35387800,36949184,1010436.18,251601353,960422.78,232968757,Bureau du Port
"2024-01-07",DJPTR,54891800,1000.0,1219888.75,200012100,50732.0,6965610.0,Bureau  Hydrocarbures
"2024-01-07",DJREV,0.0,538798.0,0.0,0.0,18270.0,19512111,Bureau Révision
"2024-01-07",DJTRS,280000.0,211000.0,15137364.046,16993347064,15396553.463,4415966956,Bureau Transit
"2024-01-07",DJUKB,20000.0,23000.0,5624955.4,771105373,5969294.4,841991061,Bureau UKAB HOLDING 
"2024-01-07",DJZEA,35000.0,1506312.0,4237677.72,591159872,4285879.72,620767792,Bureau FZ East Africa Holding
"2024-01-07",DJZFR,1695670.0,9000.0,1044048.13,237540188,1040749.13,236708262,Bureau Zone Franche
"2024-01-08",DIFTZ,2099680.0,3115029.0,13777095.94,2545430083,14639860.9,2580029729,Djibouti International Free Trade 
"2024-01-08",DJAFR,2639330.0,4153635.0,2581.725,23973559,9327.805,17032161,Bureau Aéroport Fret
"2024-01-08",DJAKH,40685300,25648234,33864.675,34733000,23539.425,24143000,Bureau Khat
"2024-01-08",DJBAP,14300.0,14300.0,12.0,70000.0,12.0,70000.0,Brigade Aéroport Passager
"2024-01-08",DJCDF,-5000.0,0.0,0.0,0.0,0.0,0.0,
"2024-01-08",DJCPT,1000.0,0.0,0.0,0.0,0.0,0.0,
"2024-01-08",DJEXO,3525220.0,1168061.0,1311636.798,669679703,1282422.26,672873427,Bureau Exonérations
"2024-01-08",DJFRZ,11432400,22708145,4881825.5,675605832,4861425.84,708667589,Bureau Free Zone
"2024-01-08",DJGAR,218226.0,218226.0,47295.0,2575937.0,47295.0,2575937.0,Bureau de la Gare
"2024-01-08",DJPRT,55858100,63946957,632363.75,268335740,1090283.75,422966219,Bureau du Port
"2024-01-08",DJPTR,1000.0,5298695.0,37792.56,19506624,17931.32,9307915.0,Bureau  Hydrocarbures
"2024-01-08",DJREV,538798.0,0.0,18270.0,19512111,0.0,0.0,Bureau Révision
"2024-01-08",DJTRS,235000.0,161000.0,67248196.283,9845657820,21552060.969,4882351634,Bureau Transit
"2024-01-08",DJUKB,7249640.0,7250636.0,3248938.49,403969979,3519748.49,430092323,Bureau UKAB HOLDING 
"2024-01-08",DJZEA,22899300,27406147,3921584.1,571391401,4059292.1,587213126,Bureau FZ East Africa Holding
"2024-01-08",DJZFR,2000.0,2000.0,219600.0,36491140,219600.0,36491140,Bureau Zone Franche
"2024-01-09",DIFTZ,7978160.0,7348714.0,11334735.682,6346678618,11867392.932,6402372395,Djibouti International Free Trade 
"2024-01-09",DJAFR,3297300.0,3386302.0,5769.75,30574729,6080.31,33430374,Bureau Aéroport Fret
"2024-01-09",DJAKH,34366900,25513584,28625.025,29359000,23312.25,23910000,Bureau Khat
"2024-01-09",DJBAP,217994.0,217994.0,200.0,1529000.0,200.0,1529000.0,Brigade Aéroport Passager
"2024-01-09",DJCFZ,-5000.0,0.0,0.0,0.0,0.0,0.0,
"2024-01-09",DJEXO,580593.0,201652.0,624125.68,85006452,735776.5,118364391,Bureau Exonérations
"2024-01-09",DJFRZ,16193800,3343205.0,6876983.922,1824355227,7323474.222,1835428351,Bureau Free Zone
"2024-01-09",DJPRT,90541000,92204256,650113.428,368401708,775268.428,401233694,Bureau du Port
"2024-01-09",DJPTR,0.0,103548131,0.0,0.0,2087947.11,372472540,Bureau  Hydrocarbures
"2024-01-09",DJREV,1000.0,2000.0,995.0,2455000.0,1195.0,3691286.0,Bureau Révision
"2024-01-09",DJTRS,190000.0,176000.0,14116947.041,3398798170,8039200.047,2270377602,Bureau Transit
"2024-01-09",DJUKB,22000.0,19000.0,1490596.3,866900016,879047.3,777695184,Bureau UKAB HOLDING 
"2024-01-09",DJZEA,392294.0,390294.0,2242250.22,312527519,2087642.22,283929594,Bureau FZ East Africa Holding
"2024-01-09",DJZFR,522586.0,6288859.0,1712780.0,281453092,1739074.12,296767765,Bureau Zone Franche
"2024-01-10",DIFTZ,6494830.0,4113314.0,11168562.02,1585170973,9520067.88,1469167121,Djibouti International Free Trade 
"2024-01-10",DJAFR,8014280.0,722111.0,16593.3,41401291,2867.9,10663132,Bureau Aéroport Fret
"2024-01-10",DJAKH,9810730.0,24971206,8139.3,8348000.0,22927.125,23515000,Bureau Khat
"2024-01-10",DJCDF,-5000.0,0.0,0.0,0.0,0.0,0.0,
"2024-01-10",DJEXO,924663.0,3851047.0,270864.423,68928849,158317.423,79889082,Bureau Exonérations
"2024-01-10",DJFRZ,16352300,16760997,8304768.869,1366386593,8036194.869,1354035707,Bureau Free Zone
"2024-01-10",DJGAR,0.0,106000.0,0.0,0.0,40320.0,1000000.0,Bureau de la Gare
"2024-01-10",DJPRT,18917700,22219998,921861.2,211104460,1289904.2,360783495,Bureau du Port
"2024-01-10",DJPTR,0.0,919962.0,0.0,0.0,1731.26,2046572.0,Bureau  Hydrocarbures
"2024-01-10",DJREV,1000.0,1000.0,2293.0,10740245,2293.0,10740245,Bureau Révision
"2024-01-10",DJTRS,147000.0,174000.0,13589478.853,2544131168,11036365.945,3103131365,Bureau Transit
"2024-01-10",DJUKB,13000.0,14000.0,2154194.3,345234507,2270514.3,365091155,Bureau UKAB HOLDING 
"2024-01-10",DJZEA,29000.0,1292179.0,2894830.82,511659556,2900830.82,515532860,Bureau FZ East Africa Holding
"2024-01-10",DJZFR,1388650.0,3162491.0,787223.0,168583436,796806.0,176945917,Bureau Zone Franche
"2024-01-11",DIFTZ,5276640.0,3996770.0,12994452.052,2367458266,13975322.952,2507951490,Djibouti International Free Trade 
"2024-01-11",DJAFR,1929050.0,1873925.0,3931.64,1075649619,3812.64,1075287590,Bureau Aéroport Fret
"2024-01-11",DJAKH,9749680.0,30168253,8103.225,8311000.0,27781.65,28494000,Bureau Khat
"2024-01-11",DJBAP,283720.0,283720.0,152.0,1019500.0,152.0,1019500.0,Brigade Aéroport Passager
"2024-01-11",DJCPT,1000.0,0.0,0.0,0.0,0.0,0.0,
"2024-01-11",DJEXO,4645500.0,2638557.0,970115.58,223976002,970919.011,218096300,Bureau Exonérations
"2024-01-11",DJFRZ,7017880.0,15503210,7662242.2,1336037842,7631488.11,1370495251,Bureau Free Zone
"2024-01-11",DJGAR,4060110.0,3954110.0,807759.0,48964933,767439.0,47964933,Bureau de la Gare
"2024-01-11",DJPRT,23941600,23771566,672657.35,143682174,694359.39,143129026,Bureau du Port
"2024-01-11",DJPTR,134441000,29972701,16934042.37,2955862255,14844364,2581343143,Bureau  Hydrocarbures
"2024-01-11",DJREV,298006.0,0.0,1200.0,1246500.0,0.0,0.0,Bureau Révision
"2024-01-11",DJTRS,216000.0,307000.0,12808135.111,4729900021,17886807.023,7360243747,Bureau Transit
"2024-01-11",DJUKB,42000.0,44000.0,1449877.49,903665038,1533066.718,930277932,Bureau UKAB HOLDING 
"2024-01-11",DJZEA,1517600.0,256422.0,4511845.17,921911708,5909456.17,1077812414,Bureau FZ East Africa Holding
"2024-01-11",DJZFR,4033150.0,5000.0,139111.12,47970473,120955.0,42405511,Bureau Zone Franche
"2024-01-12",DJAKH,0.0,26569426,0.0,0.0,24476.4,25104000,Bureau Khat
"2024-01-12",DJBAP,51190.0,51190.0,20.0,105000.0,20.0,105000.0,Brigade Aéroport Passager
"2024-01-12",DJCTR,-10000.0,0.0,0.0,0.0,0.0,0.0,
"2024-01-12",DJTRS,26000.0,18000.0,4231149.75,642439862,5831778.18,6374873988,Bureau Transit
"2024-01-13",DIFTZ,29000.0,26000.0,9506698.0,1104537436,9079200.0,1053162422,Djibouti International Free Trade 
"2024-01-13",DJAFR,118876.0,118876.0,355.6,373854.0,355.6,373854.0,Bureau Aéroport Fret
"2024-01-13",DJAKH,40330300,26690981,40717.95,41762000,24712.35,25346000,Bureau Khat
"2024-01-13",DJFRZ,1388520.0,1394518.0,4080241.4,538933964,4999422.8,690082772,Bureau Free Zone
"2024-01-13",DJPRT,2000.0,1000.0,36000.0,9851250.0,16000.0,4925625.0,Bureau du Port
"2024-01-13",DJPTR,64765100,64765120,1947853.766,323166256,1947853.766,323166256,Bureau  Hydrocarbures
"2024-01-13",DJTRS,170000.0,137000.0,15734236.76,3568562836,5085638.15,1845970236,Bureau Transit
"2024-01-13",DJUKB,13000.0,18000.0,1475096.5,177625925,2036628.5,265250959,Bureau UKAB HOLDING 
"2024-01-13",DJZEA,22000.0,22000.0,3823335.12,511362469,2751645.25,388119733,Bureau FZ East Africa Holding
"2024-01-14",DIFTZ,2635940.0,3483772.0,12246806.71,1848983852,11123258.8,1615212749,Djibouti International Free Trade 
"2024-01-14",DJAFR,992043.0,1356420.0,2763.61,78774101,2808.23,79520750,Bureau Aéroport Fret
"2024-01-14",DJAKH,37064500,26166706,30784.65,31574000,24188.775,24809000,Bureau Khat
"2024-01-14",DJBAP,132890.0,132890.0,40.0,592714400,40.0,592714400,Brigade Aéroport Passager
"2024-01-14",DJCPT,1000.0,0.0,0.0,0.0,0.0,0.0,
"2024-01-14",DJEXO,851166.0,858814.0,393013.0,240251109.928,397024.8,248339381.928,Bureau Exonérations
"2024-01-14",DJFRZ,9209350.0,20125619,7618798.51,1232071259,6648019.01,1082342738,Bureau Free Zone
"2024-01-14",DJGAR,5720460.0,5720459.0,1189080.0,68237495,1189080.0,68237495,Bureau de la Gare
"2024-01-14",DJPRT,16790100,22459749,604404.54,137984575,653355.54,158596834,Bureau du Port
"2024-01-14",DJPTR,2000.0,2000.0,1807.8,1042003.0,1807.8,1042003.0,Bureau  Hydrocarbures
"2024-01-14",DJREV,0.0,1980780.0,0.0,0.0,2150.0,5576850.0,Bureau Révision
"2024-01-14",DJTRS,268000.0,198000.0,16712239.588,11504248753,14201985.968,3625455718,Bureau Transit
"2024-01-14",DJUKB,26000.0,21000.0,2813128.696,805753411,2176427.468,708060617,Bureau UKAB HOLDING 
"2024-01-14",DJZEA,32928800,32927771,4598133.26,878498058,4635684.13,890771047,Bureau FZ East Africa Holding
"2024-01-14",DJZFR,3514970.0,3000.0,9258522.0,1540797536,9240801.0,1522685344,Bureau Zone Franche
"2024-01-15",DIFTZ,2005630.0,5212386.0,14058702.3,2266469675,14360376.672,2362266981,Djibouti International Free Trade 
"2024-01-15",DJAFR,1557530.0,4607266.0,1186.85,11503366,8187.3,25947090,Bureau Aéroport Fret
"2024-01-15",DJAKH,43954500,24580692,36561.525,37499000,22697.025,23279000,Bureau Khat
"2024-01-15",DJBAP,89750.0,89750.0,15.0,250000.0,15.0,250000.0,Brigade Aéroport Passager
"2024-01-15",DJEXO,479164.0,2059761.0,52917.1,566233565,74889.7,597772309,Bureau Exonérations
"2024-01-15",DJFRZ,15106100,12638688,10116014.019,4729661758,9948592.119,4695230419,Bureau Free Zone
"2024-01-15",DJGAR,172400.0,172400.0,33444.0,2090250.0,33444.0,2090250.0,Bureau de la Gare
"2024-01-15",DJPRT,16019600,13496713,330002.64,80031400,303395.6,60760386,Bureau du Port
"2024-01-15",DJREV,2929010.0,950234.0,9075737.0,8242303.0,9077587.0,2865453.0,Bureau Révision
"2024-01-15",DJTRS,183000.0,118000.0,8741840.48,3358232163,9005504.33,2201973647,Bureau Transit
"2024-01-15",DJUKB,2970160.0,2971155.0,5571488.726,2047551624,5571488.726,2047551624,Bureau UKAB HOLDING 
"2024-01-15",DJZEA,3085160.0,3802402.0,2612315.0,549061462,2836158.0,569191719,Bureau FZ East Africa Holding
"2024-01-15",DJZFR,2132960.0,2131961.0,776671.0,180418975,775071.0,180256371,Bureau Zone Franche
"2024-01-16",DIFTZ,9815880.0,9062388.0,9214719.332,1313634186,11801833.96,1598567676,Djibouti International Free Trade 
"2024-01-16",DJAFR,1407140.0,2188497.0,4043.7,8702280.0,4181.2,10387027,Bureau Aéroport Fret
"2024-01-16",DJAKH,12100900,27317553,10052.25,10310000,25360.725,26011000,Bureau Khat
"2024-01-16",DJBAP,197895.0,197895.0,280.0,549000.0,280.0,549000.0,Brigade Aéroport Passager
"2024-01-16",DJEXO,443741.0,1643598.0,289460.09,249762810,304612.09,261526118,Bureau Exonérations
"2024-01-16",DJFRZ,14078500,9033095.0,6700590.4,1386081981,6146123.96,1296613473,Bureau Free Zone
"2024-01-16",DJGAR,0.0,26500.0,0.0,0.0,10080.0,250000.0,Bureau de la Gare
"2024-01-16",DJPRT,29134900,31267634,1977686.54,228638007,2007771.34,242555198,Bureau du Port
"2024-01-16",DJPTR,111149000,135553349,2400973.32,435053102,4187891.0,1398268617,Bureau  Hydrocarbures
"2024-01-16",DJREV,2000.0,3000.0,4000.0,200000.0,8460.0,24000000,Bureau Révision
"2024-01-16",DJTRS,157000.0,153000.0,9702103.11,2175813289,153470253.864,25997766179,Bureau Transit
"2024-01-16",DJUKB,38000.0,37000.0,3846410.845,989618202,3840480.845,978884369,Bureau UKAB HOLDING 
"2024-01-16",DJZEA,875880.0,155638.0,3382115.435,642213668,3227356.435,584477223,Bureau FZ East Africa Holding
"2024-01-16",DJZFR,367687.0,368687.0,794065.0,167341665,839065.0,176909165,Bureau Zone Franche
"2024-01-17",DIFTZ,12969100,877245.0,10228273.71,1571859378,8371997.71,1338519779,Djibouti International Free Trade 
"2024-01-17",DJAFR,1943610.0,1033964.0,1756.97,11113530,1698.8,8114217.0,Bureau Aéroport Fret
"2024-01-17",DJAKH,10070000,26740964,8354.775,8569000.0,24917.1,25556000,Bureau Khat
"2024-01-17",DJBAP,13880.0,13880.0,20.0,40000.0,20.0,40000.0,Brigade Aéroport Passager
"2024-01-17",DJEXO,789477.0,730495.0,35301.197,218284362,36764.557,227677989,Bureau Exonérations
"2024-01-17",DJFRZ,19335000,5529401.0,4878913.937,1170070861,4901744.537,1174155774,Bureau Free Zone
"2024-01-17",DJGAR,26500.0,0.0,10080.0,250000.0,0.0,0.0,Bureau de la Gare
"2024-01-17",DJPRT,30089900,42327028,775565.72,316115227,889662.52,369518492,Bureau du Port
"2024-01-17",DJPTR,2000.0,2000.0,4660.8,2360712.0,4660.8,2360712.0,Bureau  Hydrocarbures
"2024-01-17",DJQBR,0.0,158974.0,0.0,0.0,400.0,445000.0,Bureau Quai Boutre
"2024-01-17",DJREV,5119630.0,5116628.0,29415.0,47330630,20927.18,23487855,Bureau Révision
"2024-01-17",DJTRS,114000.0,123000.0,5278347.04,13492770465,6688229.113,6561473323,Bureau Transit
"2024-01-17",DJUKB,44000.0,43000.0,6144593.12,1421281376,6401771.448,1452878971,Bureau UKAB HOLDING 
"2024-01-17",DJZEA,1157230.0,1158229.0,1812202.35,283866543,1856617.35,329889668,Bureau FZ East Africa Holding
"2024-01-17",DJZFR,2987680.0,2987683.0,584293.0,117685314,584293.0,117685314,Bureau Zone Franche
"2024-01-18",DIFTZ,1114720.0,1113716.0,9505513.35,7483339865,9162616.35,7453150702,Djibouti International Free Trade 
"2024-01-18",DJAFR,14944200,6427474.0,4625.03,132370647,5513.91,108885356,Bureau Aéroport Fret
"2024-01-18",DJAKH,6184830.0,30780782,5135.325,5267000.0,28409.55,29138000,Bureau Khat
"2024-01-18",DJBAP,94366.0,94366.0,98.0,264500.0,98.0,264500.0,Brigade Aéroport Passager
"2024-01-18",DJCPT,1000.0,0.0,0.0,0.0,0.0,0.0,
"2024-01-18",DJEXO,4572200.0,3863704.0,1414534.26,234659317,1411057.85,224661338,Bureau Exonérations
"2024-01-18",DJFRZ,13113400,9569990.0,6982119.86,1301406561,7214505.21,1337616383,Bureau Free Zone
"2024-01-18",DJGAR,4137100.0,4137102.0,807858.0,50111122,807858.0,50111122,Bureau de la Gare
"2024-01-18",DJPRT,43276700,28870355,608223.06,257343209,461278.17,198760252,Bureau du Port
"2024-01-18",DJPTR,29704700,2000.0,4972091.0,1487337367,3167242.0,514813937,Bureau  Hydrocarbures
"2024-01-18",DJQBR,158974.0,0.0,400.0,445000.0,0.0,0.0,Bureau Quai Boutre
"2024-01-18",DJREV,1000.0,3000.0,5740.0,186846584,11511.0,190214914,Bureau Révision
"2024-01-18",DJTRS,189000.0,143000.0,157689693.872,17286875852,11824469.533,20347670916,Bureau Transit
"2024-01-18",DJUKB,25000.0,24000.0,6806384.128,1501940261,6547115.8,1464531365,Bureau UKAB HOLDING 
"2024-01-18",DJZEA,1497310.0,23000.0,2883286.72,676693212,2604569.72,623593692,Bureau FZ East Africa Holding
"2024-01-18",DJZFR,2211370.0,2211368.0,19200.0,10374468,19200.0,10374468,Bureau Zone Franche
"2024-01-19",DJAKH,0.0,27284403,0.0,0.0,25211.55,25858000,Bureau Khat
"2024-01-19",DJBAP,187420.0,187420.0,1.0,390000.0,1.0,390000.0,Brigade Aéroport Passager
"2024-01-19",DJTRS,31000.0,45000.0,1069010.45,13570460,4427939.85,3138791892,Bureau Transit
"2024-01-20",DIFTZ,18000.0,18000.0,2400815.338,437053075,2400815.338,437053075,Djibouti International Free Trade 
"2024-01-20",DJAFR,1187530.0,1124454.0,3489.0,7425287.0,1679.65,6651731.0,Bureau Aéroport Fret
"2024-01-20",DJAKH,87029300,25910609,87289.8,89528000,23976.225,24591000,Bureau Khat
"2024-01-20",DJFRZ,94160.0,340228.0,1161470.0,482753006,891560.0,443716539,Bureau Free Zone
"2024-01-20",DJGAR,26500.0,26500.0,10000.0,250000.0,10000.0,250000.0,Bureau de la Gare
"2024-01-20",DJPRT,2873720.0,2873723.0,28250.0,13051439,28250.0,13051439,Bureau du Port
"2024-01-20",DJTRS,95000.0,107000.0,6014949.408,1107282119,8117358.41,11647380132,Bureau Transit
"2024-01-20",DJUKB,8000.0,8000.0,725619.8,102969421,725619.8,102969421,Bureau UKAB HOLDING 
"2024-01-20",DJZEA,6000.0,6000.0,663339.7,101520983,663339.7,101520983,Bureau FZ East Africa Holding
"2024-01-20",DJZFR,1000.0,1000.0,1800.0,3019514.0,1800.0,3019514.0,Bureau Zone Franche
"2024-01-21",DIFTZ,4878710.0,2561764.0,9422078.412,2046025387,10010605.812,2245377055,Djibouti International Free Trade 
"2024-01-21",DJAFR,9068890.0,3094947.0,20183.58,43788916,4792.88,15711156,Bureau Aéroport Fret
"2024-01-21",DJAKH,36850100,26872223,30615.975,31401000,25351.95,26002000,Bureau Khat
"2024-01-21",DJBAP,36026.0,36026.0,77.0,160500.0,77.0,160500.0,Brigade Aéroport Passager
"2024-01-21",DJEXO,210329.0,1866833.0,913273.46,296980370,1121382.46,334137336,Bureau Exonérations
"2024-01-21",DJFRZ,1799740.0,15257211,5269093.75,849982214,5707223.4,890451735,Bureau Free Zone
"2024-01-21",DJGAR,5076540.0,5076545.0,989914.0,61494434,989914.0,61494434,Bureau de la Gare
"2024-01-21",DJPRT,24646200,30572164,1054849.71,124029055,1151381.4,150930889,Bureau du Port
"2024-01-21",DJPTR,57915400,57915435,2076522.72,341873192,2076522.72,341873192,Bureau  Hydrocarbures
"2024-01-21",DJQBR,409040.0,1410560.0,7340.0,1338500.0,48215.0,4263300.0,Bureau Quai Boutre
"2024-01-21",DJREV,132000.0,243537.0,25415.18,13242881,19499.69,9152980.0,Bureau Révision
